name,date,value
Turkey,2007-01-01,48981.84159
Turkey,2006-01-01,46589.01486
Turkey,2005-01-01,45155.77984
Turkey,2004-01-01,43489.33628
Turkey,2003-01-01,42864.46687
Turkey,2002-01-01,40860.3314
Turkey,2001-01-01,42795.00671
Turkey,2000-01-01,43557.40171
Turkey,1999-01-01,43676.90984
Turkey,1998-01-01,42312.75148
Turkey,1997-01-01,42121.71458
Turkey,1996-01-01,42854.51031
Turkey,1995-01-01,42503.02797
Turkey,1994-01-01,42683.70233
Turkey,1993-01-01,42965.63504
Turkey,1992-01-01,43193.12481
Turkey,1991-01-01,43285.36366
Turkey,1990-01-01,42405.06049
Ukraine,2018-01-01,67519.92714
Ukraine,2017-01-01,63653.69609
Ukraine,2016-01-01,65994.00863
Ukraine,2015-01-01,61235.88788
Ukraine,2014-01-01,68759.02601
Ukraine,2013-01-01,75185.45111
Ukraine,2012-01-01,80482.43555
Ukraine,2011-01-01,86010.19579
Ukraine,2010-01-01,84567.78294
Ukraine,2009-01-01,85161.554
Ukraine,2008-01-01,93232.24077
Ukraine,2007-01-01,99906.8724
Ukraine,2006-01-01,100088.1178
Ukraine,2005-01-01,102445.9042
Ukraine,2004-01-01,106529.281
Ukraine,2003-01-01,109680.4876
Ukraine,2002-01-01,109053.0663
Ukraine,2001-01-01,116501.7433
Ukraine,2000-01-01,117952.8712
Ukraine,1999-01-01,126924.2357
Ukraine,1998-01-01,125666.4622
Ukraine,1997-01-01,129383.4971
Ukraine,1996-01-01,134676.0472
Ukraine,1995-01-01,138648.7947
Ukraine,1994-01-01,148884.235
Ukraine,1993-01-01,158319.0892
Ukraine,1992-01-01,166761.387
Ukraine,1991-01-01,174694.1848
Ukraine,1990-01-01,182572.6811
United Kingdom,2018-01-01,51936.27855
United Kingdom,2017-01-01,51965.79066
United Kingdom,2016-01-01,51541.2383
United Kingdom,2015-01-01,53123.89894
United Kingdom,2014-01-01,53930.7315
United Kingdom,2013-01-01,56051.1103
United Kingdom,2012-01-01,60043.72056
United Kingdom,2011-01-01,61559.16651
United Kingdom,2010-01-01,64242.42349
United Kingdom,2009-01-01,68914.8234
United Kingdom,2008-01-01,73452.39506
United Kingdom,2007-01-01,79042.73595
United Kingdom,2006-01-01,82927.13843
United Kingdom,2005-01-01,87366.26407
United Kingdom,2004-01-01,92148.35885
United Kingdom,2003-01-01,96504.25667
United Kingdom,2002-01-01,101688.3909
United Kingdom,2001-01-01,104138.7803
United Kingdom,2000-01-01,109036.7938
United Kingdom,1999-01-01,114254.7031
United Kingdom,1998-01-01,119813.2217
United Kingdom,1997-01-01,123338.0337
United Kingdom,1996-01-01,125643.9292
United Kingdom,1995-01-01,126522.0681
United Kingdom,1994-01-01,125007.1893
United Kingdom,1993-01-01,131903.7295
United Kingdom,1992-01-01,133490.7232
United Kingdom,1991-01-01,133811.5807
United Kingdom,1990-01-01,133060.4319
United States of America,2018-01-01,634457.1271
United States of America,2017-01-01,630304.4675
United States of America,2016-01-01,624244.787
United States of America,2015-01-01,638482.827
United States of America,2014-01-01,639011.1102
United States of America,2013-01-01,642457.5365
United States of America,2012-01-01,646830.1439
United States of America,2011-01-01,656270.4472
United States of America,2010-01-01,682336.3292
United States of America,2009-01-01,680197.8131
United States of America,2008-01-01,691692.0528
United States of America,2007-01-01,685669.5339
United States of America,2006-01-01,683953.8356
United States of America,2005-01-01,679562.0902
United States of America,2004-01-01,681718.7032
United States of America,2003-01-01,688031.34
United States of America,2002-01-01,688418.2551
United States of America,2001-01-01,695650.4364
United States of America,2000-01-01,703010.9234
United States of America,1999-01-01,708860.7259
United States of America,1998-01-01,726699.755
United States of America,1997-01-01,741833.574
United States of America,1996-01-01,757630.5061
United States of America,1995-01-01,764998.0709
United States of America,1994-01-01,772160.7616
United States of America,1993-01-01,765962.6834
United States of America,1992-01-01,777754.0089
United States of America,1991-01-01,778860.5425
United States of America,1990-01-01,774409.534
